id	topic_id	thread_id	type	formula
q_196	A.316	4189948	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><times/><apply><divide/><ci>ℤ</ci><cn type=""integer"">32</cn></apply><ci>ℤ</ci></apply><times/></apply><apply><times/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐶</ci><cn type=""integer"">2</cn></apply><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐶</ci><cn type=""integer"">8</cn></apply></apply></apply></math>"
q_197	A.316	4189948	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><gt/><ci>𝑚</ci><cn type=""integer"">1</cn></apply></math>"
q_198	A.316	4189948	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><times/><apply><divide/><ci>ℤ</ci><apply><csymbol cd=""ambiguous"">superscript</csymbol><cn type=""integer"">2</cn><ci>𝑚</ci></apply></apply><ci>ℤ</ci></apply><times/></apply><apply><times/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐶</ci><cn type=""integer"">2</cn></apply><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐶</ci><apply><csymbol cd=""ambiguous"">superscript</csymbol><cn type=""integer"">2</cn><apply><minus/><ci>𝑚</ci><cn type=""integer"">2</cn></apply></apply></apply></apply></apply></math>"
q_199	A.317	4187726	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><int/><apply><times/><apply><divide/><cn type=""integer"">1</cn><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><plus/><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑥</ci><cn type=""integer"">2</cn></apply><cn type=""integer"">1</cn></apply><ci>𝑛</ci></apply></apply><apply><csymbol cd=""latexml"">differential-d</csymbol><ci>𝑥</ci></apply></apply></apply></math>"
q_200	A.317	4187726	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><int/><apply><times/><apply><divide/><cn type=""integer"">1</cn><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><plus/><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑥</ci><cn type=""integer"">2</cn></apply><cn type=""integer"">1</cn></apply><ci>𝑛</ci></apply></apply><apply><csymbol cd=""latexml"">differential-d</csymbol><ci>𝑥</ci></apply></apply></apply></math>"
q_201	A.317	4187726	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝑛</ci><cn type=""integer"">1</cn></apply></math>"
q_202	A.317	4187726	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><plus/><apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><tan/><apply><minus/><cn type=""integer"">1</cn></apply></apply><ci>𝑥</ci></apply><ci>𝐶</ci></apply></math>"
q_203	A.317	4187726	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝑛</ci><cn type=""integer"">2</cn></apply></math>"
q_204	A.317	4187726	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><plus/><apply><times/><ci>𝑥</ci><apply><plus/><apply><divide/><cn type=""integer"">1</cn><apply><times/><cn type=""integer"">2</cn><apply><plus/><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑥</ci><cn type=""integer"">2</cn></apply><cn type=""integer"">1</cn></apply></apply></apply><apply><divide/><apply><csymbol cd=""ambiguous"">superscript</csymbol><tan/><apply><minus/><cn type=""integer"">1</cn></apply></apply><apply><times/><cn type=""integer"">2</cn><ci>𝑥</ci></apply></apply></apply></apply><ci>𝐶</ci></apply></math>"
q_205	A.317	4187726	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><in/><ci>𝑛</ci><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>ℤ</ci><plus/></apply></apply></math>"
q_206	A.318	4186445	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><geq/><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑒</ci><ci>𝑥</ci></apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><plus/><cn type=""integer"">1</cn><apply><divide/><ci>𝑥</ci><ci>𝑛</ci></apply></apply><ci>𝑛</ci></apply></apply></math>"
q_207	A.318	4186445	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><geq/><ci>𝑛</ci><cn type=""integer"">1</cn></apply></math>"
q_208	A.318	4186445	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><geq/><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑒</ci><ci>𝑥</ci></apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><plus/><cn type=""integer"">1</cn><apply><divide/><ci>𝑥</ci><ci>𝑛</ci></apply></apply><ci>𝑛</ci></apply></apply></math>"
q_209	A.318	4186445	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><geq/><ci>𝑛</ci><cn type=""integer"">1</cn></apply></math>"
q_210	A.318	4186445	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><geq/><ci>𝑛</ci><cn type=""integer"">1</cn></apply></math>"
q_211	A.318	4186445	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝑛</ci><cn type=""integer"">1</cn></apply></math>"
q_212	A.318	4186445	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><geq/><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑒</ci><ci>𝑥</ci></apply><apply><plus/><cn type=""integer"">1</cn><ci>𝑥</ci></apply></apply></math>"
q_213	A.318	4186445	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><geq/><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑒</ci><ci>𝑥</ci></apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><plus/><cn type=""integer"">1</cn><apply><divide/><ci>𝑥</ci><ci>𝑛</ci></apply></apply><ci>𝑛</ci></apply></apply></math>"
q_214	A.318	4186445	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><plus/><cn type=""integer"">1</cn><apply><divide/><ci>𝑥</ci><apply><plus/><ci>𝑛</ci><cn type=""integer"">1</cn></apply></apply></apply><apply><plus/><ci>𝑛</ci><cn type=""integer"">1</cn></apply></apply></math>"
q_215	A.318	4186445	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><plus/><cn type=""integer"">1</cn><apply><divide/><ci>𝑥</ci><apply><plus/><ci>𝑛</ci><cn type=""integer"">1</cn></apply></apply></apply><ci>𝑛</ci></apply></math>"
q_216	A.318	4186445	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><and/><apply><lt/><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><plus/><cn type=""integer"">1</cn><apply><divide/><ci>𝑥</ci><apply><plus/><ci>𝑛</ci><cn type=""integer"">1</cn></apply></apply></apply><ci>𝑛</ci></apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><plus/><cn type=""integer"">1</cn><apply><divide/><ci>𝑥</ci><ci>𝑛</ci></apply></apply><ci>𝑛</ci></apply></apply><apply><leq/><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑒</ci><ci>𝑥</ci></apply></apply><apply><eq/><apply><times/><apply><divide/><ci>𝑑</ci><apply><times/><ci>𝑑</ci><ci>𝑥</ci></apply></apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><ci>𝑒</ci><ci>𝑥</ci></apply></apply></apply></apply></math>"
q_217	A.319	4185541	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>ℝ</ci></math>"
q_218	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><and/><apply><subset/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐴</ci><cn type=""integer"">1</cn></apply><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐴</ci><cn type=""integer"">2</cn></apply></apply><apply><subset/><ci>…</ci></apply><apply><subset/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐴</ci><ci>𝑛</ci></apply></apply><apply><subset/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐴</ci><apply><plus/><ci>𝑛</ci><cn type=""integer"">1</cn></apply></apply></apply><apply><subset/><ci>…</ci></apply></apply></math>"
q_219	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝐴</ci></math>"
q_220	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝐴</ci></math>"
q_221	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><interval closure=""open""><ci>𝐴</ci><subset/></interval></math>"
q_222	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝐴</ci></math>"
q_223	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝐵</ci><apply><apply><csymbol cd=""ambiguous"">subscript</csymbol><union/><apply><in/><ci>𝑛</ci><ci>ℕ</ci></apply></apply><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐴</ci><ci>𝑛</ci></apply></apply></apply></math>"
q_224	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑚</ci></math>"
q_225	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><subset/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝐴</ci><ci>𝑚</ci></apply><ci>𝐵</ci></apply></math>"
q_226	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝐵</ci></math>"
q_227	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝐴</ci></math>"
q_228	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝐴</ci></math>"
q_229	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝐴</ci></math>"
q_230	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑋</ci></math>"
q_231	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑋</ci></math>"
q_232	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝑋</ci><ci>ℝ</ci></apply></math>"
q_233	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><neq/><ci>𝑋</ci><ci>ℝ</ci></apply></math>"
q_234	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><in/><ci>𝑥</ci><ci>ℝ</ci></apply></math>"
q_235	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><notin/><ci>𝑥</ci><ci>𝑋</ci></apply></math>"
q_236	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝑌</ci><apply><union/><ci>𝑋</ci><set><ci>𝑥</ci></set></apply></apply></math>"
q_237	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑌</ci></math>"
q_238	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><prsubset/><ci>𝑋</ci><ci>𝑌</ci></apply></math>"
q_239	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑋</ci></math>"
q_240	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝑋</ci><ci>ℝ</ci></apply></math>"
q_241	A.319	4185541	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>ℝ</ci></math>"
q_242	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><csymbol cd=""ambiguous"">subscript</csymbol><int/><cn type=""integer"">0</cn></apply><cn type=""integer"">1</cn></apply><apply><divide/><apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><sin/><apply><minus/><cn type=""integer"">1</cn></apply></apply><ci>𝑥</ci></apply><ci>𝑥</ci></apply></apply></math>"
q_243	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>ℐ</ci><apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><csymbol cd=""ambiguous"">subscript</csymbol><int/><cn type=""integer"">0</cn></apply><cn type=""integer"">1</cn></apply><apply><divide/><apply><arcsin/><ci>𝑥</ci></apply><ci>𝑥</ci></apply></apply></apply></math>"
q_244	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>ℐ</ci><apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><csymbol cd=""ambiguous"">subscript</csymbol><int/><cn type=""integer"">0</cn></apply><apply><divide/><ci>𝜋</ci><cn type=""integer"">2</cn></apply></apply><apply><times/><apply><divide/><ci>𝑡</ci><apply><sin/><ci>𝑡</ci></apply></apply><apply><cos/><ci>𝑡</ci></apply><apply><csymbol cd=""latexml"">differential-d</csymbol><ci>𝑡</ci></apply></apply></apply></apply></math>"
q_245	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><csymbol cd=""latexml"">absent</csymbol><apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><csymbol cd=""ambiguous"">subscript</csymbol><int/><cn type=""integer"">0</cn></apply><apply><divide/><ci>𝜋</ci><cn type=""integer"">2</cn></apply></apply><apply><times/><ci>𝑡</ci><apply><cot/><ci>𝑡</ci></apply><apply><csymbol cd=""latexml"">differential-d</csymbol><ci>𝑡</ci></apply></apply></apply></apply></math>"
q_246	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><minus/><apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><csymbol cd=""ambiguous"">subscript</csymbol><int/><cn type=""integer"">0</cn></apply><apply><divide/><ci>𝜋</ci><cn type=""integer"">2</cn></apply></apply><apply><times/><apply><ln/><apply><times/><ci>𝑠</ci><ci>𝑖</ci><ci>𝑛</ci><ci>𝑡</ci></apply></apply><apply><csymbol cd=""latexml"">differential-d</csymbol><ci>𝑡</ci></apply></apply></apply></apply></math>"
q_247	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝑥</ci><apply><sin/><ci>𝑡</ci></apply></apply></math>"
q_248	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝑡</ci><apply><arcsin/><ci>𝑥</ci></apply></apply></math>"
q_249	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><times/><ci>𝑑</ci><ci>𝑥</ci></apply><apply><times/><apply><cos/><ci>𝑡</ci></apply><ci>𝑑</ci><ci>𝑡</ci></apply></apply></math>"
q_250	A.320	4185408	body	
q_251	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><and/><apply><implies/><csymbol cd=""latexml"">absent</csymbol><apply><times/><ci>𝑑</ci><ci>𝑢</ci></apply></apply><apply><eq/><apply><times/><ci>𝑑</ci><ci>𝑡</ci></apply></apply></apply></math>"
q_252	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><times/><ci>𝑑</ci><ci>𝑣</ci></apply><apply><cot/><ci>𝑡</ci></apply></apply></math>"
q_253	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><and/><apply><implies/><csymbol cd=""latexml"">absent</csymbol><ci>𝑣</ci></apply><apply><eq/><apply><ln/><apply><sin/><ci>𝑡</ci></apply></apply></apply></apply></math>"
q_254	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><csymbol cd=""latexml"">absent</csymbol><apply><times/><ci>𝑡</ci><apply><ln/><apply><sin/><ci>𝑡</ci></apply></apply></apply></apply></math>"
q_255	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><cn type=""integer"">0</cn></math>"
q_256	A.320	4185408	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><divide/><ci>𝜋</ci><cn type=""integer"">2</cn></apply></math>"
q_257	A.321	4183619	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><plus/><apply><times/><ci>𝑎</ci><ci>𝑥</ci></apply><apply><times/><ci>𝑏</ci><ci>𝑦</ci></apply></apply><ci>𝑑</ci></apply></math>"
q_258	A.321	4183619	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><neq/><ci>𝑑</ci><apply><gcd/><ci>𝑎</ci><ci>𝑏</ci></apply></apply></math>"
q_259	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><plus/><apply><times/><cn type=""integer"">3</cn><ci>𝑥</ci></apply><apply><times/><cn type=""integer"">4</cn><ci>𝑦</ci></apply></apply><cn type=""integer"">14</cn></apply></math>"
q_260	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><gcd/><cn type=""integer"">3</cn><cn type=""integer"">4</cn></apply><cn type=""integer"">1</cn></apply></math>"
q_261	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><cn type=""integer"">14</cn></math>"
q_262	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><plus/><apply><times/><cn type=""integer"">3</cn><cn type=""integer"">6</cn></apply><apply><times/><cn type=""integer"">4</cn><apply><minus/><cn type=""integer"">1</cn></apply></apply></apply><cn type=""integer"">14</cn></apply></math>"
q_263	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><plus/><apply><times/><cn type=""integer"">3</cn><apply><minus/><cn type=""integer"">6</cn><apply><times/><cn type=""integer"">4</cn><ci>𝑘</ci></apply></apply></apply><apply><times/><cn type=""integer"">4</cn><apply><plus/><apply><minus/><cn type=""integer"">1</cn></apply><apply><times/><cn type=""integer"">3</cn><ci>𝑘</ci></apply></apply></apply></apply><apply><times/><cn type=""integer"">14</cn><cn type=""integer"">1</cn></apply></apply></math>"
q_264	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑘</ci></math>"
q_265	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><gt/><ci>𝑘</ci><apply><divide/><cn type=""integer"">1</cn><cn type=""integer"">3</cn></apply></apply></math>"
q_266	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><lt/><ci>𝑘</ci><apply><divide/><cn type=""integer"">3</cn><cn type=""integer"">2</cn></apply></apply></math>"
q_267	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝑘</ci><cn type=""integer"">1</cn></apply></math>"
q_268	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><ci>𝑘</ci></math>"
q_269	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><cn type=""integer"">1</cn></math>"
q_270	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><csymbol cd=""ambiguous"">formulae-sequence</csymbol><apply><eq/><ci>𝑎</ci><cn type=""integer"">2</cn></apply><apply><eq/><ci>𝑏</ci><cn type=""integer"">2</cn></apply></apply></math>"
q_271	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><interval closure=""open""><ci>𝑎</ci><ci>𝑏</ci></interval><interval closure=""open""><cn type=""integer"">4</cn><apply><minus/><cn type=""integer"">1</cn></apply></interval></apply></math>"
q_272	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><cn type=""integer"">2</cn></math>"
q_273	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑎</ci><ci>𝑛</ci></apply><apply><divide/><apply><times/><ci>𝑛</ci><apply><plus/><ci>𝑛</ci><cn type=""integer"">1</cn></apply></apply><cn type=""integer"">2</cn></apply></apply></math>"
q_274	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑏</ci><ci>𝑛</ci></apply><apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><csymbol cd=""ambiguous"">subscript</csymbol><sum/><apply><eq/><ci>𝑥</ci><cn type=""integer"">1</cn></apply></apply><ci>𝑛</ci></apply><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑎</ci><ci>𝑥</ci></apply></apply></apply></math>"
q_275	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑐</ci><ci>𝑛</ci></apply><apply><apply><csymbol cd=""ambiguous"">superscript</csymbol><apply><csymbol cd=""ambiguous"">subscript</csymbol><sum/><apply><eq/><ci>𝑥</ci><cn type=""integer"">1</cn></apply></apply><ci>𝑛</ci></apply><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑏</ci><ci>𝑥</ci></apply></apply></apply></math>"
q_276	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><divide/><apply><times/><ci>𝑛</ci><apply><plus/><ci>𝑛</ci><cn type=""integer"">1</cn></apply></apply><cn type=""integer"">2</cn></apply></math>"
q_277	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><list><cn type=""integer"">1</cn><cn type=""integer"">3</cn><cn type=""integer"">6</cn><cn type=""integer"">10</cn><apply><times/><cn type=""integer"">15</cn><ci>…</ci></apply></list></math>"
q_278	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑐</ci><ci>𝑛</ci></apply></math>"
q_279	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑏</ci><ci>𝑛</ci></apply><apply><divide/><apply><times/><ci>𝑛</ci><apply><plus/><ci>𝑛</ci><cn type=""integer"">1</cn></apply><apply><plus/><ci>𝑛</ci><cn type=""integer"">2</cn></apply></apply><cn type=""integer"">6</cn></apply></apply></math>"
q_280	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑎</ci><ci>𝑛</ci></apply></math>"
q_281	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑏</ci><ci>𝑛</ci></apply></math>"
q_282	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑐</ci><ci>𝑛</ci></apply></math>"
q_283	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><divide/><apply><times/><ci>𝑛</ci><apply><plus/><ci>𝑛</ci><cn type=""integer"">1</cn></apply><apply><plus/><ci>𝑛</ci><cn type=""integer"">2</cn></apply><apply><plus/><ci>𝑛</ci><cn type=""integer"">3</cn></apply></apply><cn type=""integer"">24</cn></apply></math>"
q_284	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><divide/><apply><times/><ci>𝑛</ci><apply><plus/><ci>𝑛</ci><cn type=""integer"">1</cn></apply><apply><plus/><ci>𝑛</ci><cn type=""integer"">2</cn></apply><apply><plus/><ci>𝑛</ci><cn type=""integer"">3</cn></apply></apply><cn type=""integer"">12</cn></apply></math>"
q_285	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><ci>𝑛</ci><cn type=""integer"">1</cn></apply></math>"
q_286	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><csymbol cd=""ambiguous"">subscript</csymbol><ci>𝑐</ci><ci>𝑛</ci></apply><cn type=""integer"">1</cn></apply></math>"
q_287	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" encoding=""MathML-Content""><apply><eq/><apply><divide/><apply><times/><ci>𝑛</ci><apply><plus/><ci>𝑛</ci><cn type=""integer"">1</cn></apply><apply><plus/><ci>𝑛</ci><cn type=""integer"">2</cn></apply><apply><plus/><ci>𝑛</ci><cn type=""integer"">3</cn></apply></apply><cn type=""integer"">24</cn></apply><cn type=""integer"">1</cn></apply></math>"
