id	topic_id	thread_id	type	opt
q_206	A.26	3229015	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\int_{0}^{\infty}\frac{\sin x}{x}dx=\lim_{x\to\infty}\sum_{n=0}^{\infty}(-1)^{%&#10;n}\frac{x^{(2n+1)}}{(2n+1)\times(2n+1)!}"" display=""block"">   <apply>     <eq/>     <apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <int/>           <cn type=""integer"">0</cn>         </apply>         <infinity/>       </apply>       <apply>         <times/>         <apply>           <divide/>           <apply>             <sin/>             <ci>𝑥</ci>           </apply>           <ci>𝑥</ci>         </apply>         <apply>           <csymbol cd=""latexml"">differential-d</csymbol>           <ci>𝑥</ci>         </apply>       </apply>     </apply>     <apply>       <apply>         <csymbol cd=""ambiguous"">subscript</csymbol>         <limit/>         <apply>           <ci>→</ci>           <ci>𝑥</ci>           <infinity/>         </apply>       </apply>       <apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <sum/>             <apply>               <eq/>               <ci>𝑛</ci>               <cn type=""integer"">0</cn>             </apply>           </apply>           <infinity/>         </apply>         <apply>           <times/>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <apply>               <minus/>               <cn type=""integer"">1</cn>             </apply>             <ci>𝑛</ci>           </apply>           <apply>             <divide/>             <apply>               <csymbol cd=""ambiguous"">superscript</csymbol>               <ci>𝑥</ci>               <apply>                 <plus/>                 <apply>                   <times/>                   <cn type=""integer"">2</cn>                   <ci>𝑛</ci>                 </apply>                 <cn type=""integer"">1</cn>               </apply>             </apply>             <apply>               <times/>               <apply>                 <plus/>                 <apply>                   <times/>                   <cn type=""integer"">2</cn>                   <ci>𝑛</ci>                 </apply>                 <cn type=""integer"">1</cn>               </apply>               <apply>                 <factorial/>                 <apply>                   <plus/>                   <apply>                     <times/>                     <cn type=""integer"">2</cn>                     <ci>𝑛</ci>                   </apply>                   <cn type=""integer"">1</cn>                 </apply>               </apply>             </apply>           </apply>         </apply>       </apply>     </apply>   </apply> </math> "
q_207	A.27	3229839	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""e^{3i\pi/2}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <ci>𝑒</ci>     <apply>       <divide/>       <apply>         <times/>         <cn type=""integer"">3</cn>         <ci>𝑖</ci>         <ci>𝜋</ci>       </apply>       <cn type=""integer"">2</cn>     </apply>   </apply> </math> "
q_208	A.27	3229839	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""e^{\pi i}=-1"" display=""block"">   <apply>     <eq/>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <ci>𝑒</ci>       <apply>         <times/>         <ci>𝜋</ci>         <ci>𝑖</ci>       </apply>     </apply>     <apply>       <minus/>       <cn type=""integer"">1</cn>     </apply>   </apply> </math> "
q_209	A.27	3229839	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""e^{3\pi i/2}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <ci>𝑒</ci>     <apply>       <divide/>       <apply>         <times/>         <cn type=""integer"">3</cn>         <ci>𝜋</ci>         <ci>𝑖</ci>       </apply>       <cn type=""integer"">2</cn>     </apply>   </apply> </math> "
q_210	A.27	3229839	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(e^{\pi i})^{3/2}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <ci>𝑒</ci>       <apply>         <times/>         <ci>𝜋</ci>         <ci>𝑖</ci>       </apply>     </apply>     <apply>       <divide/>       <cn type=""integer"">3</cn>       <cn type=""integer"">2</cn>     </apply>   </apply> </math> "
q_211	A.27	3229839	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(\sqrt{-1})^{3}=i^{3}=-i"" display=""block"">   <apply>     <and/>     <apply>       <eq/>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <apply>           <root/>           <apply>             <minus/>             <cn type=""integer"">1</cn>           </apply>         </apply>         <cn type=""integer"">3</cn>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑖</ci>         <cn type=""integer"">3</cn>       </apply>     </apply>     <apply>       <eq/>       <share href=""#Ex1.m1.sh1""/>       <apply>         <minus/>         <ci>𝑖</ci>       </apply>     </apply>   </apply> </math> "
q_212	A.27	3229839	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\sqrt{(-1)^{3}}=\sqrt{-1}=i"" display=""block"">   <apply>     <and/>     <apply>       <eq/>       <apply>         <root/>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <apply>             <minus/>             <cn type=""integer"">1</cn>           </apply>           <cn type=""integer"">3</cn>         </apply>       </apply>       <apply>         <root/>         <apply>           <minus/>           <cn type=""integer"">1</cn>         </apply>       </apply>     </apply>     <apply>       <eq/>       <share href=""#Ex1.m1.sh1""/>       <ci>𝑖</ci>     </apply>   </apply> </math> "
q_213	A.28	3230730	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\sin(18^{\circ})=\frac{a+\sqrt{b}}{c}"" display=""block"">   <apply>     <eq/>     <apply>       <sin/>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <cn type=""integer"">18</cn>         <compose/>       </apply>     </apply>     <apply>       <divide/>       <apply>         <plus/>         <ci>𝑎</ci>         <apply>           <root/>           <ci>𝑏</ci>         </apply>       </apply>       <ci>𝑐</ci>     </apply>   </apply> </math> "
q_214	A.28	3230730	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a+b+c"" display=""block"">   <apply>     <plus/>     <ci>𝑎</ci>     <ci>𝑏</ci>     <ci>𝑐</ci>   </apply> </math> "
q_215	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\sin(18)=\frac{a+\sqrt{b}}{c}"" display=""block"">   <apply>     <eq/>     <apply>       <sin/>       <cn type=""integer"">18</cn>     </apply>     <apply>       <divide/>       <apply>         <plus/>         <ci>𝑎</ci>         <apply>           <root/>           <ci>𝑏</ci>         </apply>       </apply>       <ci>𝑐</ci>     </apply>   </apply> </math> "
q_216	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a+b+c"" display=""block"">   <apply>     <plus/>     <ci>𝑎</ci>     <ci>𝑏</ci>     <ci>𝑐</ci>   </apply> </math> "
q_218	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\sin(18)"" display=""block"">   <apply>     <sin/>     <cn type=""integer"">18</cn>   </apply> </math> "
q_219	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x"" display=""block"">   <ci>𝑥</ci> </math> "
q_220	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""18"" display=""block"">   <cn type=""integer"">18</cn> </math> "
q_221	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""y"" display=""block"">   <ci>𝑦</ci> </math> "
q_222	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""z"" display=""block"">   <ci>𝑧</ci> </math> "
q_223	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{x}{z}"" display=""block"">   <apply>     <divide/>     <ci>𝑥</ci>     <ci>𝑧</ci>   </apply> </math> "
q_224	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x=a+\sqrt{b},z=c"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">formulae-sequence</csymbol>     <apply>       <eq/>       <ci>𝑥</ci>       <apply>         <plus/>         <ci>𝑎</ci>         <apply>           <root/>           <ci>𝑏</ci>         </apply>       </apply>     </apply>     <apply>       <eq/>       <ci>𝑧</ci>       <ci>𝑐</ci>     </apply>   </apply> </math> "
q_225	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""y"" display=""block"">   <ci>𝑦</ci> </math> "
q_226	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""y=\sqrt{c^{2}-(a+\sqrt{b})^{2}}"" display=""block"">   <apply>     <eq/>     <ci>𝑦</ci>     <apply>       <root/>       <apply>         <minus/>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <ci>𝑐</ci>           <cn type=""integer"">2</cn>         </apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <apply>             <plus/>             <ci>𝑎</ci>             <apply>               <root/>               <ci>𝑏</ci>             </apply>           </apply>           <cn type=""integer"">2</cn>         </apply>       </apply>     </apply>   </apply> </math> "
q_227	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\cos(18)=\frac{y}{z}=\frac{\sqrt{c^{2}-(a+\sqrt{b})^{2}}}{c}"" display=""block"">   <apply>     <and/>     <apply>       <eq/>       <apply>         <cos/>         <cn type=""integer"">18</cn>       </apply>       <apply>         <divide/>         <ci>𝑦</ci>         <ci>𝑧</ci>       </apply>     </apply>     <apply>       <eq/>       <share href=""#Ex1.m1.sh1""/>       <apply>         <divide/>         <apply>           <root/>           <apply>             <minus/>             <apply>               <csymbol cd=""ambiguous"">superscript</csymbol>               <ci>𝑐</ci>               <cn type=""integer"">2</cn>             </apply>             <apply>               <csymbol cd=""ambiguous"">superscript</csymbol>               <apply>                 <plus/>                 <ci>𝑎</ci>                 <apply>                   <root/>                   <ci>𝑏</ci>                 </apply>               </apply>               <cn type=""integer"">2</cn>             </apply>           </apply>         </apply>         <ci>𝑐</ci>       </apply>     </apply>   </apply> </math> "
q_228	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""b=(c\sin(18)-a)^{2}=c^{2}\sin^{2}(18)-2ac\sin(18)+a^{2}"" display=""block"">   <apply>     <and/>     <apply>       <eq/>       <ci>𝑏</ci>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <apply>           <minus/>           <apply>             <times/>             <ci>𝑐</ci>             <apply>               <sin/>               <cn type=""integer"">18</cn>             </apply>           </apply>           <ci>𝑎</ci>         </apply>         <cn type=""integer"">2</cn>       </apply>     </apply>     <apply>       <eq/>       <share href=""#Ex1.m1.sh1""/>       <apply>         <plus/>         <apply>           <minus/>           <apply>             <times/>             <apply>               <csymbol cd=""ambiguous"">superscript</csymbol>               <ci>𝑐</ci>               <cn type=""integer"">2</cn>             </apply>             <apply>               <apply>                 <csymbol cd=""ambiguous"">superscript</csymbol>                 <sin/>                 <cn type=""integer"">2</cn>               </apply>               <cn type=""integer"">18</cn>             </apply>           </apply>           <apply>             <times/>             <cn type=""integer"">2</cn>             <ci>𝑎</ci>             <ci>𝑐</ci>             <apply>               <sin/>               <cn type=""integer"">18</cn>             </apply>           </apply>         </apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <ci>𝑎</ci>           <cn type=""integer"">2</cn>         </apply>       </apply>     </apply>   </apply> </math> "
q_229	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\sin(18)=\frac{-1+\sqrt{5}}{4}"" display=""block"">   <apply>     <eq/>     <apply>       <sin/>       <cn type=""integer"">18</cn>     </apply>     <apply>       <divide/>       <apply>         <plus/>         <apply>           <minus/>           <cn type=""integer"">1</cn>         </apply>         <apply>           <root/>           <cn type=""integer"">5</cn>         </apply>       </apply>       <cn type=""integer"">4</cn>     </apply>   </apply> </math> "
q_230	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A,B,C"" display=""block"">   <list>     <ci>𝐴</ci>     <ci>𝐵</ci>     <ci>𝐶</ci>   </list> </math> "
q_231	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A\sin(18)^{2}+B\sin(18)+C=0"" display=""block"">   <cerror>     <csymbol cd=""ambiguous"">fragments</csymbol>     <csymbol cd=""unknown"">A</csymbol>     <sin/>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <cerror>         <csymbol cd=""ambiguous"">fragments</csymbol>         <ci>(</ci>         <cn type=""integer"">18</cn>         <ci>)</ci>       </cerror>       <cn type=""integer"">2</cn>     </apply>     <plus/>     <csymbol cd=""unknown"">B</csymbol>     <sin/>     <cerror>       <csymbol cd=""ambiguous"">fragments</csymbol>       <ci>(</ci>       <cn type=""integer"">18</cn>       <ci>)</ci>     </cerror>     <plus/>     <csymbol cd=""unknown"">C</csymbol>     <eq/>     <cn type=""integer"">0</cn>   </cerror> </math> "
q_232	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\sin(18)"" display=""block"">   <apply>     <sin/>     <cn type=""integer"">18</cn>   </apply> </math> "
q_233	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""Ax^{2}+Bx+C"" display=""block"">   <apply>     <plus/>     <apply>       <times/>       <ci>𝐴</ci>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑥</ci>         <cn type=""integer"">2</cn>       </apply>     </apply>     <apply>       <times/>       <ci>𝐵</ci>       <ci>𝑥</ci>     </apply>     <ci>𝐶</ci>   </apply> </math> "
q_234	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a=-B,b=B^{2}-4AC,c=2A"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">formulae-sequence</csymbol>     <apply>       <eq/>       <ci>𝑎</ci>       <apply>         <minus/>         <ci>𝐵</ci>       </apply>     </apply>     <apply>       <csymbol cd=""ambiguous"">formulae-sequence</csymbol>       <apply>         <eq/>         <ci>𝑏</ci>         <apply>           <minus/>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <ci>𝐵</ci>             <cn type=""integer"">2</cn>           </apply>           <apply>             <times/>             <cn type=""integer"">4</cn>             <ci>𝐴</ci>             <ci>𝐶</ci>           </apply>         </apply>       </apply>       <apply>         <eq/>         <ci>𝑐</ci>         <apply>           <times/>           <cn type=""integer"">2</cn>           <ci>𝐴</ci>         </apply>       </apply>     </apply>   </apply> </math> "
q_235	A.28	3230730	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""sin(18)=(-1+\sqrt{5})/4"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <ci>𝑠</ci>       <ci>𝑖</ci>       <ci>𝑛</ci>       <cn type=""integer"">18</cn>     </apply>     <apply>       <divide/>       <apply>         <plus/>         <apply>           <minus/>           <cn type=""integer"">1</cn>         </apply>         <apply>           <root/>           <cn type=""integer"">5</cn>         </apply>       </apply>       <cn type=""integer"">4</cn>     </apply>   </apply> </math> "
q_236	A.29	3239787	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""3+2i"" display=""block"">   <apply>     <plus/>     <cn type=""integer"">3</cn>     <apply>       <times/>       <cn type=""integer"">2</cn>       <ci>𝑖</ci>     </apply>   </apply> </math> "
q_237	A.29	3239787	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""-4i"" display=""inline"">   <apply>     <minus/>     <apply>       <times/>       <cn type=""integer"">4</cn>       <ci>𝑖</ci>     </apply>   </apply> </math> "
q_238	A.29	3239787	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""i=\sqrt{-1}"" display=""block"">   <apply>     <eq/>     <ci>𝑖</ci>     <apply>       <root/>       <apply>         <minus/>         <cn type=""integer"">1</cn>       </apply>     </apply>   </apply> </math> "
q_239	A.29	3239787	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{5i}{\infty}=0"" display=""block"">   <apply>     <eq/>     <apply>       <divide/>       <apply>         <times/>         <cn type=""integer"">5</cn>         <ci>𝑖</ci>       </apply>       <infinity/>     </apply>     <cn type=""integer"">0</cn>   </apply> </math> "
q_240	A.29	3239787	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{5}{\infty}\cdot\frac{\sqrt{-1}}{\infty}=0\cdot 0=0,"" display=""block"">   <apply>     <and/>     <apply>       <eq/>       <apply>         <ci>⋅</ci>         <apply>           <divide/>           <cn type=""integer"">5</cn>           <infinity/>         </apply>         <apply>           <divide/>           <apply>             <root/>             <apply>               <minus/>               <cn type=""integer"">1</cn>             </apply>           </apply>           <infinity/>         </apply>       </apply>       <apply>         <ci>⋅</ci>         <cn type=""integer"">0</cn>         <cn type=""integer"">0</cn>       </apply>     </apply>     <apply>       <eq/>       <share href=""#Ex1.m1.1.sh1""/>       <cn type=""integer"">0</cn>     </apply>   </apply> </math> "
q_241	A.29	3239787	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{5x}{\infty}=0"" display=""block"">   <apply>     <eq/>     <apply>       <divide/>       <apply>         <times/>         <cn type=""integer"">5</cn>         <ci>𝑥</ci>       </apply>       <infinity/>     </apply>     <cn type=""integer"">0</cn>   </apply> </math> "
q_242	A.29	3239787	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{5}{\infty}\cdot\frac{x}{\infty}=0\cdot 0=0."" display=""block"">   <apply>     <and/>     <apply>       <eq/>       <apply>         <ci>⋅</ci>         <apply>           <divide/>           <cn type=""integer"">5</cn>           <infinity/>         </apply>         <apply>           <divide/>           <ci>𝑥</ci>           <infinity/>         </apply>       </apply>       <apply>         <ci>⋅</ci>         <cn type=""integer"">0</cn>         <cn type=""integer"">0</cn>       </apply>     </apply>     <apply>       <eq/>       <share href=""#Ex1.m1.1.sh1""/>       <cn type=""integer"">0</cn>     </apply>   </apply> </math> "
q_243	A.30	3161841	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a^{3}+b^{3}+c^{3}-3abc"" display=""block"">   <apply>     <minus/>     <apply>       <plus/>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑎</ci>         <cn type=""integer"">3</cn>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑏</ci>         <cn type=""integer"">3</cn>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑐</ci>         <cn type=""integer"">3</cn>       </apply>     </apply>     <apply>       <times/>       <cn type=""integer"">3</cn>       <ci>𝑎</ci>       <ci>𝑏</ci>       <ci>𝑐</ci>     </apply>   </apply> </math> "
q_244	A.30	3161841	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a=\sum_{n=0}^{\infty}\frac{x^{3n}}{(3n)!}\\&#10;b=\sum_{n=1}^{\infty}\frac{x^{3n-2}}{(3n-2)!}\\&#10;c=\sum_{n=1}^{\infty}\frac{x^{3n-1}}{(3n-1)!}"" display=""block"">   <apply>     <and/>     <apply>       <eq/>       <ci>𝑎</ci>       <apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <sum/>             <apply>               <eq/>               <ci>𝑛</ci>               <cn type=""integer"">0</cn>             </apply>           </apply>           <infinity/>         </apply>         <apply>           <times/>           <apply>             <divide/>             <apply>               <csymbol cd=""ambiguous"">superscript</csymbol>               <ci>𝑥</ci>               <apply>                 <times/>                 <cn type=""integer"">3</cn>                 <ci>𝑛</ci>               </apply>             </apply>             <apply>               <factorial/>               <apply>                 <times/>                 <cn type=""integer"">3</cn>                 <ci>𝑛</ci>               </apply>             </apply>           </apply>           <ci>𝑏</ci>         </apply>       </apply>     </apply>     <apply>       <eq/>       <share href=""#Ex1.m1.sh1""/>       <apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <sum/>             <apply>               <eq/>               <ci>𝑛</ci>               <cn type=""integer"">1</cn>             </apply>           </apply>           <infinity/>         </apply>         <apply>           <times/>           <apply>             <divide/>             <apply>               <csymbol cd=""ambiguous"">superscript</csymbol>               <ci>𝑥</ci>               <apply>                 <minus/>                 <apply>                   <times/>                   <cn type=""integer"">3</cn>                   <ci>𝑛</ci>                 </apply>                 <cn type=""integer"">2</cn>               </apply>             </apply>             <apply>               <factorial/>               <apply>                 <minus/>                 <apply>                   <times/>                   <cn type=""integer"">3</cn>                   <ci>𝑛</ci>                 </apply>                 <cn type=""integer"">2</cn>               </apply>             </apply>           </apply>           <ci>𝑐</ci>         </apply>       </apply>     </apply>     <apply>       <eq/>       <share href=""#Ex1.m1.sh2""/>       <apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <sum/>             <apply>               <eq/>               <ci>𝑛</ci>               <cn type=""integer"">1</cn>             </apply>           </apply>           <infinity/>         </apply>         <apply>           <divide/>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <ci>𝑥</ci>             <apply>               <minus/>               <apply>                 <times/>                 <cn type=""integer"">3</cn>                 <ci>𝑛</ci>               </apply>               <cn type=""integer"">1</cn>             </apply>           </apply>           <apply>             <factorial/>             <apply>               <minus/>               <apply>                 <times/>                 <cn type=""integer"">3</cn>                 <ci>𝑛</ci>               </apply>               <cn type=""integer"">1</cn>             </apply>           </apply>         </apply>       </apply>     </apply>   </apply> </math> "
q_245	A.30	3161841	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a^{3}+b^{3}+c^{3}-3abc"" display=""block"">   <apply>     <minus/>     <apply>       <plus/>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑎</ci>         <cn type=""integer"">3</cn>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑏</ci>         <cn type=""integer"">3</cn>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑐</ci>         <cn type=""integer"">3</cn>       </apply>     </apply>     <apply>       <times/>       <cn type=""integer"">3</cn>       <ci>𝑎</ci>       <ci>𝑏</ci>       <ci>𝑐</ci>     </apply>   </apply> </math> "
q_246	A.30	3161841	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(a)\ 1"" display=""block"">   <apply>     <times/>     <ci>𝑎</ci>     <cn type=""float""> 1</cn>   </apply> </math> "
q_247	A.30	3161841	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(b)\ 0"" display=""block"">   <apply>     <times/>     <ci>𝑏</ci>     <cn type=""float""> 0</cn>   </apply> </math> "
q_248	A.30	3161841	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(c)-1"" display=""block"">   <apply>     <minus/>     <ci>𝑐</ci>     <cn type=""integer"">1</cn>   </apply> </math> "
q_249	A.30	3161841	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(d)-2"" display=""block"">   <apply>     <minus/>     <ci>𝑑</ci>     <cn type=""integer"">2</cn>   </apply> </math> "
q_250	A.30	3161841	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a,b"" display=""block"">   <list>     <ci>𝑎</ci>     <ci>𝑏</ci>   </list> </math> "
q_251	A.30	3161841	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c"" display=""block"">   <ci>𝑐</ci> </math> "
q_252	A.30	3161841	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""e^{x}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <ci>𝑒</ci>     <ci>𝑥</ci>   </apply> </math> "
q_262	A.32	3103759	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""Empty(x)\iff\not\exists y(y\in x)"" display=""block"">   <cerror>     <csymbol cd=""ambiguous"">fragments</csymbol>     <csymbol cd=""unknown"">E</csymbol>     <csymbol cd=""unknown"">m</csymbol>     <csymbol cd=""unknown"">p</csymbol>     <csymbol cd=""unknown"">t</csymbol>     <csymbol cd=""unknown"">y</csymbol>     <cerror>       <csymbol cd=""ambiguous"">fragments</csymbol>       <ci>(</ci>       <csymbol cd=""unknown"">x</csymbol>       <ci>)</ci>     </cerror>     <csymbol cd=""latexml"">iff</csymbol>     <csymbol cd=""latexml"">not-exists</csymbol>     <csymbol cd=""unknown"">y</csymbol>     <cerror>       <csymbol cd=""ambiguous"">fragments</csymbol>       <ci>(</ci>       <csymbol cd=""unknown"">y</csymbol>       <in/>       <csymbol cd=""unknown"">x</csymbol>       <ci>)</ci>     </cerror>   </cerror> </math> "
